comment,list of emojis,sentiment ranking,classification
😂😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂', '😂']",0.221,Positive
😂😂😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂', '😂', '😂']",0.22100000000000003,Positive
😂,['😂'],0.221,Positive
😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
🤣🤣🤣,"['🤣', '🤣', '🤣']",0.0,Objective / Non-conclusive
😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂']",0.221,Positive
كول مع كرك سكسو 😂,['😂'],0.221,Positive
😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
😂😂,"['😂', '😂']",0.221,Positive
😂😂😂 ترامب تيفرق صاداقا,"['😂', '😂', '😂']",0.221,Positive
😂😂,"['😂', '😂']",0.221,Positive
😂,['😂'],0.221,Positive
😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
😂😂😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂', '😂', '😂']",0.22100000000000003,Positive
😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂']",0.221,Positive
😂😂😂 laksakas o 200 dh lmoman,"['😂', '😂', '😂']",0.221,Positive
الصحراء مغربية ❤️,['❤'],0.746,Positive
ما يضحكني هو أن فئة من الشعب تعتقد أنا سبب خروج الاستعمار هو هذه المسيرة الهزلية التي أجبر فيها جميع المغاربة على تنفيدها وهناك من ذهب مشيا على الأقدام في حين التاريخ المخفي و الحقيقي هو خروج الاستعمار راجع إلى التضحيات و المقاومين الذين ماتو في سبيل هاذ الوطن والغريب في الأمر لايوجد أي يوم وطني نخلد فيه روح هاؤلاء المقاومين رحمة الله عليهم 😢,['😢'],0.007,Positive
عاشت الصحرا المغربية الغالية 🇲🇦🇲🇦❤️❤️,"['🇲', '🇦', '🇲', '🇦', '❤', '❤']",0.439,Positive
تخويرة الاجداد يدفع تمنها الاحفاد😭😂😂,"['😭', '😂', '😂']",0.11633333333333333,Positive
@hasnaa_hassona ♥️,['♥'],0.658,Positive
@ras_aaba ها لي گلت ليك🤷🏽‍♂️😂,"['🤷', '🏽', '♂', '😂']",0.10525000000000001,Positive
❤️,['❤'],0.746,Positive
Yassine al3mri ❤️❤️ Tabrklah 3lih lah Hafdo,"['❤', '❤']",0.746,Positive
♥️♥️♥️♥️,"['♥', '♥', '♥', '♥']",0.658,Positive
@nabilhabibellah1 🙄,['🙄'],0.0,Objective / Non-conclusive
Dakhl darb dore l page tchb3 ra da7k😆w matnsach tkhli m3ak chi aboner lah yshl 3lik❤️🔥,"['😆', '❤', '🔥']",0.4326666666666667,Positive
Dakhl l page dyali tchb3 ra da7k😆w matnsach tkhli m3ak chi aboner lah yshl 3lik❤️🔥,"['😆', '❤', '🔥']",0.4326666666666667,Positive
Wllahila radi ydi3 fih l3alama ahsan présidant dyl us ftarikh 😂,['😂'],0.221,Positive
Maymkench 🤣 🤣 🤣 🤣 🤣 🤣,"['🤣', '🤣', '🤣', '🤣', '🤣', '🤣']",0.0,Objective / Non-conclusive
😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
@zairimouad 😂😂,"['😂', '😂']",0.221,Positive
😂😂😂 @omis_1111,"['😂', '😂', '😂']",0.221,Positive
😂😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂', '😂']",0.221,Positive
😂,['😂'],0.221,Positive
🤣🤣🤣,"['🤣', '🤣', '🤣']",0.0,Objective / Non-conclusive
Hhhhhhh😂,['😂'],0.221,Positive
@salma_mounsif 😂😂,"['😂', '😂']",0.221,Positive
شمن كمامات الله يجيبكم على خير مدارس تلاميذ داخلين بلا كمامة،الشارع ناس كتسركل بلا كمامات وعيادات الاطباء كذلك الناس فقاعة الانتظار بلا تباعد😑،وا فيقو الله يهديكم هادشي لا يبشر بالخير😡,"['😑', '😡']",-0.2435,Negative
عودة الحجر الصحي 😂😂😂,"['😂', '😂', '😂']",0.221,Positive
انشاء الله اللقاح.🙌,['🙌'],0.56,Positive
هاهوما غادين إيخرجو شي قرار مقاود 😂,['😂'],0.221,Positive
🤣🤣🤣🤣 هاحجر العافية لاتقولوش الحجر الصحي,"['🤣', '🤣', '🤣', '🤣']",0.0,Objective / Non-conclusive
واقيلا غير كدوب شفت هيسبريس و شوف تيفي كاع مداروه 😐,['😐'],-0.393,Negative
Wa9ila radi 3tiwna💶💶💶💶💶,"['💶', '💶', '💶', '💶', '💶']",0.0,Objective / Non-conclusive
😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂']",0.221,Positive
إوا خرانا مايجمعوه شراوط 🤦‍♂️,"['🤦', '♂']",0.1,Positive
الركراكي فحالا دار فيها كوارديولا.. راه كتشبع ليه غا فالصلعه اخاي وليد 😂,['😂'],0.221,Positive
😂😂,"['😂', '😂']",0.221,Positive
الركراكي إلى شد الرجا غتولي برشلونة 💪,['💪'],0.556,Positive
😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
🤣🤣🤣🤣 كم انت كبير يا خرزة,"['🤣', '🤣', '🤣', '🤣']",0.0,Objective / Non-conclusive
😅😅😅😅😅😅,"['😅', '😅', '😅', '😅', '😅', '😅']",0.17999999999999997,Positive
😂😂😂,"['😂', '😂', '😂']",0.221,Positive
و الله ا شاف ايلا سادين الباب ا على تخسار الهضرة و ريحة الدخان 🙄🙄,"['🙄', '🙄']",0.0,Objective / Non-conclusive
@mounirkarimy 😂,['😂'],0.221,Positive
للكبار مشاهد فاضحة😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
@abdessamad.bounhir 😅,['😅'],0.18,Positive
Lkharazz kinnn 😂😂😂,"['😂', '😂', '😂']",0.221,Positive
😂😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂', '😂']",0.221,Positive
O😑😑,"['😑', '😑']",-0.314,Negative
😂😂,"['😂', '😂']",0.221,Positive
Hhhh che3b l mer9a teboun mkom chi 7adi chi terbiya dial l97ab 💩💩💩💩💩 baraka 3likom  t9e7bin o zemla li mchhora f had l blade o 3atinha 9ima o kat ban f telfazza bla tkhebya. Wella nssit 7egga hadok syadkom 3ndhom l3a9aa 😂😂😂😂,"['💩', '💩', '💩', '💩', '💩', '😂', '😂', '😂', '😂']",0.03266666666666667,Positive
@endlessmaan 😑,['😑'],-0.314,Negative
😂,['😂'],0.221,Positive
@mehdi_hamm 👀👀👀,"['👀', '👀', '👀']",0.063,Positive
تكتشف الغامض والمثير 😂😂😂,"['😂', '😂', '😂']",0.221,Positive
Waayli 3la ki 9ra fla fac 😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
جد عادي يقول please وأين هي المشكلة يتوسل لكي يرد العقل للحكم الديكتاتوري في مبارك مصيرية وأنا في مكانه أقولها بجميع اللغات على الله يفهمني الحكم عفاك please s’il te plaît والله يرحم والدييييييييييييك أولد الحرام . وهذه الرحيمي 💚💚💚💚💚💚💚💚💚❤️,"['💚', '💚', '💚', '💚', '💚', '💚', '💚', '💚', '💚', '❤']",0.6677,Positive
😂😂😂😂😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",0.22100000000000003,Positive
سبحان الله نصير شحال ضحكتو عليه بالطرولات دبا وليتو ولاد الناس مع رحيمي😑اللي تعجب يتبلى,['😑'],-0.314,Negative
را هداك التوسل لي كندويو عليه 😂,['😂'],0.221,Positive
😂😂😂😂😂 بقا ليه غير ابوس رجلين,"['😂', '😂', '😂', '😂', '😂']",0.221,Positive
Mol page 📄 rajawi ha9i9i😂😂😂😂,"['📄', '😂', '😂', '😂', '😂']",0.3768000000000001,Positive
BEKKKKKAAAAAYAAAA 🐵🙉,"['🐵', '🙉']",0.44500000000000006,Positive
"Ta ssir t9aawed la nta l huwa kyn chi wahed f 2020 mky3refch l'anglais, l'admin 9riyeed hahaha🐒🐒🐒🐒🐒🐒🐒🐒","['🐒', '🐒', '🐒', '🐒', '🐒', '🐒', '🐒', '🐒']",0.544,Positive
رجاااااااوي يتكلم. و يتالم  في صمت 😂😂😂😂😂😂😂😂😂 admin Meskin,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",0.22100000000000003,Positive
Gha bghiti dwi 😂 hna maglna la 9ari la ma9arich hna dawin 3la j9ir b jami3 loghat,['😂'],0.221,Positive
💚💚💚,"['💚', '💚', '💚']",0.659,Positive
Nakhnokh bakay 😂 hhhh plz plz,['😂'],0.221,Positive
😂😂😂😂🍋,"['😂', '😂', '😂', '😂', '🍋']",0.2294,Positive
😂😂😂😂😂🍌🍌🍌,"['😂', '😂', '😂', '😂', '😂', '🍌', '🍌', '🍌']",0.30725,Positive
@abdel_salhi_  من فضلك قرا هدشي 😂,['😂'],0.221,Positive
🐵في المغرب الله يرحم الولدين وفمصر بليييز اي هاف كورونا🍌,"['🐵', '🍌']",0.5005000000000001,Positive
اللهم صل وسلم على نبينا محمد وعلى آله وصحبه ❤️❤️❤️,"['❤', '❤', '❤']",0.746,Positive
اللهم صلي وسلم وبارك على سيدنا محمد 😍,['😍'],0.678,Positive
اللهم صل و بارك على نبينا و حبيبنا محمد صلى الله عليه و سلم ❤️❤️❤️❤️,"['❤', '❤', '❤', '❤']",0.746,Positive
محمد صلى الله عليه و سلم ❤️❤️,"['❤', '❤']",0.746,Positive
Bonjour houda rafahi bonjour salaheddine ghomari ❤️😍😂,"['❤', '😍', '😂']",0.5483333333333333,Positive
عليه أفضل الصلوات و أزكى السلام❤❤,"['❤', '❤']",0.746,Positive
عليه الصلاة والسلام🌹🌹🌹🌹,"['🌹', '🌹', '🌹', '🌹']",0.61,Positive
( أنا ام أدم) فينكم 🤔ياالعيالات الحرات الحدكات👩 فينكم شكون لي بغا تخدم معاية من دارها وتعاون راجلها👨 بلا متبقاي تفكري بزاف وقت ما بديتي بكري مزيان بغيتي ديري شي حاجة فحياتك بغيتي تكون عندك خلصة شهرية و انت في دارك توكلي على الله دخلي عندي نشرح لك في الواتساب  https://chat.whatsapp.com/FT9ZCksoIfjH2DkQzK22fL,"['🤔', '👩', '👨']",0.21499999999999997,Positive
أللهم صل وسلم و بآرك على أشرف الخلق نبينا محمد وعلى آله وصحبه أجمعين 💖💚💚💖,"['💖', '💚', '💚', '💖']",0.6859999999999999,Positive
عليه افضل الصلاه والسلام 🙏,['🙏'],0.418,Positive
first🔥,['🔥'],0.14,Positive
🔥,['🔥'],0.14,Positive
lah ya rabi chaftak tfakart lhajr sihi 😭😭 lahla y3idha 3lina lah yahfad bladna man kol char ou lah ykhali lina malikna ya rabi,"['😭', '😭']",-0.093,Negative
❤️❤️❤️❤️,"['❤', '❤', '❤', '❤']",0.746,Positive
😍😍تحياتي اخي صلاح الدين تبارك الله عليك,"['😍', '😍']",0.678,Positive
لسلام لكلام 😂😂😂,"['😂', '😂', '😂']",0.221,Positive
J'espère qu'on récolte les fruits de ses décisions 🙏,['🙏'],0.418,Positive
Wa choukrane 👍,['👍'],0.522,Positive
توحشناك في غبرتي 🌹❤️🇲🇦,"['🌹', '❤', '🇲', '🇦']",0.48174999999999996,Positive
توحشناك السي الغماري❤️❤️❤️❤️,"['❤', '❤', '❤', '❤']",0.746,Positive
بالتوفيق 👏👏👏👏👏,"['👏', '👏', '👏', '👏', '👏']",0.521,Positive
👏,['👏'],0.521,Positive
💚👏,"['💚', '👏']",0.5900000000000001,Positive
استاذ ما دابنا متغبرش علينا مع اننا متبعين ناس مستوى ولكن صحافيين مثلك محتاجين ليهوم تحياتي لكم 💖,['💖'],0.713,Positive
👍,['👍'],0.522,Positive
👍👍👏👏👏,"['👍', '👍', '👏', '👏', '👏']",0.5214,Positive
@fouadshop_officiel ⬅️,['⬅'],0.583,Positive
👍👍👍👍🙏,"['👍', '👍', '👍', '👍', '🙏']",0.5012000000000001,Positive
👍👍تحياتي ليك أس صلاح الغماري👍👍,"['👍', '👍', '👍', '👍']",0.522,Positive
والله العظيم ما منكم ثلاثة أو أربعة بعدكم أنت وصاحب الجلالة الملك محمد السادس نصره الله والله يحفظكم خويا صلاح ...القول والفعل والجدية والإنضباط تحياتي لكم من قلب الكويت الى كل المغاربة 👍🌹🌹🌹🌹🌹,"['👍', '🌹', '🌹', '🌹', '🌹', '🌹']",0.5953333333333333,Positive
🤍🤍🤍🤍🤍,"['\U0001f90d', '\U0001f90d', '\U0001f90d', '\U0001f90d', '\U0001f90d']",0.0,Objective / Non-conclusive
Bonjour houda rafahi bonjour salaheddine ghomari. 😍❤️😂👏,"['😍', '❤', '😂', '👏']",0.5415,Positive
❤️,['❤'],0.746,Positive
بسبابك مشاتلي 1500 درهم ف cnss خفت نخرج ف شهر 3 ها هي تكفسات لو كان هي خرجت 😂,['😂'],0.221,Positive
😢,['😢'],0.007,Positive
Allah yrahmo🤲,['🤲'],0.0,Objective / Non-conclusive
Alah yrahmou😢,['😢'],0.007,Positive
Allah y rahmou 🤲🏾,"['🤲', '🏾']",0.0,Objective / Non-conclusive
الله يرحمو ويوسع عليه ويسكنه فسيح جناته ويلهم أهلها الصبر والسلوان وعظم أجركم الله في  الفقيد بواسع رحمته وأسكنها في فسيح جناته 😭😭😭😭😭,"['😭', '😭', '😭', '😭', '😭']",-0.093,Negative
البقاء لله🙏,['🙏'],0.418,Positive
الله أرحمه يارب😞,['😞'],-0.118,Negative
😢😢,"['😢', '😢']",0.007,Positive
❤️😍😍😍😍😍😍😍❤️❤️❤️❤️❤️❤️,"['❤', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '❤', '❤', '❤', '❤', '❤', '❤']",0.7120000000000001,Positive
كل مايخص التاريخ المنسي و العريق للمغرب و تاريخ المدن المغربية، تجدونه في صفحتي فمرحبا بكم🇲🇦❤️🇲🇦,"['🇲', '🇦', '❤', '🇲', '🇦']",0.3776,Positive
😢😢😢,"['😢', '😢', '😢']",0.007,Positive
"🤺ستجد في حسابي أشياء🛑 لم تعلم 🎭عنها من قبل 🔞😲 
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⡿⠋⠹⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⠀⠀⣠⣾⣿⡿⠋⠀⠀⠉⠻⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⠀⠀⣿⣿⣿⠃⠀⠀⣀⡀⠀⢹⣿⣿ ⣿⣿⣿⣿⣿⣿⡄⠀⠙⠻⠋⠀⠀⣸⣿⣿⠀⠀⣿⣿ ⣿⣿⣿⣿⣿⣿⣷⣄⠀⠀⠀⠀⣰⣿⣿⠟⠀⢠⣿⣿ ⣿⣿⣿⣿⣿⣿⡿⠛⠛⠒⠶⠾⢿⣿⣿⣷⣄⣾⣿⣿ ⣿⣿⣿⣿⣿⣿⠁⠀⠀⠀⠀⠀⠀⢸⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⠀⢰⣿⣿⣷⣶⣦⣼⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⡀⠀⠙⠻⠿⠿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⢿⣿⣿⣿⣷⣄⠀⠀⠀⠀⠀⢸⣿⣿⣿⣿⣿⣿ ⣿⣿⠀⠀⠀⠉⠉⠛⠛⠛⠶⢶⣤⣼⣿⣿⣿⣿⣿⣿ ⣿⣿⣦⣤⣤⣄⡀⠀⠀⠀⠀⠀⠀⢸⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⠁⠀⣾⣿⣷⡄⠀⢼⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⠀⠀⢿⣿⣿⡿⠀⠈⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣇⠀⠀⠉⠋⠁⠀⢠⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⠿⢷⣤⣀⣀⣀⣠⣾⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⠀⠀⠀⠈⠉⠉⠛⢻⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣶⣦⣤⣤⣀⠀⠀⢸⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⠀⠹⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⡿⠛⠉⠉⠙⠻⣀⣀⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⠁⠀⣀⡀⠀⠀⠈⢿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⠀⢸⣿⡇⠀⣷⡀⠘⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⡄⠈⢻⡇⠀⡿⠃⠀⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣷⣄⢸⡇⠀⠀⠀⣸⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⠀⠉⠉⠑⠒⠲⠿⢿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣤⣄⣀⡀⠀⠀⠀⢸⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⠀⢺⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⠀⠀⠉⠉⠙⠋⠀⠀⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣤⣤⣀⣀⡀⠀⠀⣰⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⢿⣿⣿⣿⣿⣷⠀⢹⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⠀⠀⠀⠉⠉⠉⠀⠀⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣶⣤⣤⣀⣀⣀⣀⣰⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⡟⠉⠀⠀⠈⠙⢿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⠀⢀⣤⡄⠀⡀⠀⢹⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⠀⢸⣿⡇⠀⣿⡄⠈⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⡆⠀⢹⡇⠀⠟⠁⢀⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣦⣸⡇⠀⠀⣠⣾⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ 
وصلنا لــ2021 وهناك من لم يرى حسابي بعد 🧐🏃😓","['🤺', '🛑', '🎭', '🔞', '😲', '🧐', '🏃', '😓']",0.027624999999999997,Positive
